sale_post_id,brand_id,model_id,version_id,title,description,price,year,odo,location,status
2019,20.0,103.0,393.0,Hyundai Tucson 2.0 AT DB - 2023,"Tucson ATH sản xuất 2023

Lướt 10.000km 

Sẵn tại Hải Phòng, bao check toàn quốc",850000000,2023,10000,"4b Tân Dương, Thuỷ Nguyên Hải Phòng 
														Website: auto8x.bonbanh.com",active
2020,24.0,131.0,534.0,Kia Seltos Premium 1.4 AT - 2021,"Lại về hàng hót mà xe thì mới ối zồi ôi


 #Kia_Seltos 1.4 Turbo Premium màu Đỏ mới khét


 sản xuất/đăng ký: 10/2021

 cá nhân 1 chủ từ mới

 odo: 25.000 km zin

 nội ngoại thất theo xe mới và cực thơm


Bao check test mọi nơi theo yêu cầu

Hỗ trợ Bank 70%


Đ/C: 77 Mai Phúc, Long Biên, Hà Nội


Salon: Used Car Việt Nam",618000000,2021,25000,"77 Mai Phúc, Phúc Đồng, Long Biên Hà Nội 
														Website: usedcarvietnam.bonbanh.com",active
2021,19.0,76.0,244.0,Honda City 1.5 AT - 2015,"Xe đẹp không lỗi nhỏ máy móc cực êm

Odo 90.000km

Bao rút hồ sơ",295000000,2015,90000,"Km 09 - Ql 14 - Tp Buôn Ma Thuột Đăk Lăk 
														Website: otothienlong.bonbanh.com",active
2022,26.0,144.0,600.0,Lexus ES 250 - 2016,"• Hàng hot với thiết kế thanh lịch, khả năng vận hành êm ái, bền bỉ.

• Vừa cập bến: Lexus Es250 (Model 2017, Nhập khẩu Nhật).

_ Màu Trắng - NT Nâu da bò.

_ Mới lăn bánh: 5vạn km (siêu lướt).

_ Xe đi cực ít, đẹp xuất sắc, như mới xuất xưởng.

_ Đầy đủ lịch sử bảo dưỡng từ đầu trong hãng.


⚙️ Options: Đèn pha Bi-LED, Ốp gỗ, Da cao cấp, Nhớ ghế-vô lăng 3 vị trí, Sấy sưởi ghế, Đồng hồ kim sang trọng, Rèm sau chỉnh điện, điều hoà 3 vùng, Lazang hợp kim 17in…


✓ Ngân hàng hỗ trợ 70% giao xe ngay.

✓ Cam kết xe không đâm đụng, không ngập nước, không lỗi lầm, odo chuẩn. 

✓ Bao check hãng Toàn quốc.

✓ Tặng gói phủ Ceramic + Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí.",1230000000,2016,50000,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",active
2023,47.0,294.0,1191.0,Toyota Yaris 1.5G - 2019,"Bán xe Toyota Yaris 2019 G tên tư nhân sử dụng từ mới xe đi 6 vạn km full lịch sử bảo dưỡng hãng.

Xe được trang bị nhiều tiện ích như:

- Động cơ 1.5 mạnh mẽ - Hệ thống ABS, túi khí - Gương kính chỉnh điện - Chìa khóa thông minh - Màn hình dvd kết hợp camera lùi

Xe đi 6 vạn km, bảo dưỡng và sử dụng kỹ nên chất lượng nên xe còn rất mới đến 90%, cam kết xe ko đâm va, ko ngập nước, hỗ trợ vay trả góp 75% giá trị xe, lãi suất ưu đãi. Sang tên chỉ mất 2% thuế

để biết thêm thông tin và liên hệ xem xe trực tiếp xin gọi theo sdt xin cảm ơn!",478000000,2019,60000,"256 Nguyễn Xiển, Thanh Xuân Hà Nội 
														Website: minhchuyenauto.bonbanh.com",active
2024,48.0,296.0,1197.0,Vinfast Fadil 1.4 AT - 2022,"Vinfast Fadil tiêu chuẩn 2022. Odo 2v4 km 

Đã lên màn Android, cam lùi , cam hành trình , phím vô lăng , thảm 6D , phay lazang",339000000,2022,24000,"218 Võ Chí Công Hà Nội 
								 Xem gian hàng  ⇨",active
2025,29.0,165.0,699.0,Mazda CX5 Premium 2.0 AT - 2022,"MAZDA CX-5 bản 2.0 Premium Cao cấp. Sản xuất & đăng kí 2022

✓ Xe chỉ mới lăn bánh đc 19.309km, Rất mới, lốp sơ cua chưa sử dụng. 

✓ Option : 2 Ghế da chỉnh điện, Cửa sổ trời, Cốp Điện, HUD kính lái, Cảnh báo làn đường, báo vượt, ga tự động, loa bose, mâm lớn, đề nút, phanh tay điện tử, lạnh auto 2 vùng. & còn rất nhiều tính năng hiện đại khác.

✓ Còn đủ 2 chìa khoá theo xe.

✓ Cam kết chất lượng xe như mới.

✓ Hỗ trợ thủ tục ngân hàng nhanh chóng.",750000000,2022,19309,"618 Đường 23/10, Tp Nha Trang Khánh Hòa 
														Website: tamthienauto.bonbanh.com",active
2026,6.0,25.0,68.0,BMW 5 Series 520i Luxury Line - 2022,"Cần bán Bmw 520i luxury sản xuất 2022 đkld 2024 , tên cty xuất hoá đơn VAT 1 tỷ 

- Tình trạng xe :

- không tai nạn đâm đụng ảnh hưởng kết khung gầm , kết cấu của xe , keo chỉ đinh tán , cột kèo nguyên bản , kính zin 

- động cơ hộp số nguyên bản , bảo dưỡng định kỳ đầy đủ , k ngập nước , thuỷ kích 

- hệ thống điện hoạt động bình thường 

- kiểm tra check test xe thoải mái",1680000000,2022,10000,"168 Lê Quang Đạo Hà Nội 
														Website: htauto.bonbanh.com",active
2027,47.0,267.0,1038.0,Toyota Camry 2.0Q - 2023,"Xe 1 chủ, tên tư nhân, full lịch sử bảo dưỡng hãng.


TỰ TIN CAM KẾT ( Có ký nhận văn bản )

1. XE KHÔNG TAI NẠN

2. ĐỘNG CƠ, HỘP SỐ NGUYÊN BẢN ( không ngập nước, không thủy kích )

3. PHÁP LÝ RÕ RÀNG ( không tranh chấp, không cầm cố, không phạt nguội )

4. TRẢ GÓP ( lãi suất tốt nhất, thủ tục nhanh )

5. BẢO HÀNH lên tới 1 năm


- KHUYẾN KHÍCH các bạn mang xe đến ĐẠI LÝ CHÍNH HÃNG để kiểm tra chất lượng cho minh bạch, an tâm!

- GỌI NGAY số điện thoại phía dưới để XEM XE và LÁI THẬT!",1111000000,2023,43000,"Hoàng Quốc Việt - Cầu Giấy Hà Nội 
								 Xem gian hàng  ⇨",active
2028,20.0,90.0,302.0,Hyundai Elantra 1.6 AT - 2022,"Hyundai Elantra 2022 là mẫu sedan hạng C nổi bật với thiết kế thể thao, hiện đại và trang bị công nghệ tiên tiến. 

Ngôn ngữ thiết kế Sensuous Sportiness, góc cạnh và khí động học.

Lưới tản nhiệt Parametric Jewel mở rộng, kết hợp cụm đèn LED sắc nét.

Hệ thống đèn pha LED Projector hiện đại, tích hợp dải LED chạy ban ngày.

Bộ mâm hợp kim 16 inch, thiết kế đa chấu thể thao.

Đường gân dập nổi hai bên thân xe, tạo cảm giác cứng cáp, mạnh mẽ.

Cụm đèn hậu LED độc đáo với dải đèn hình chữ ""H "" nhận diện thương hiệu

Khoang lái hiện đại với nội thất bọc da màu đen, mang phong cách thể thao, cao cấp.

Màn hình cảm ứng 10.25 inch, hỗ trợ Apple CarPlay, Android Auto.

Cụm đồng hồ kỹ thuật số 10.25 inch, hiển thị sắc nét các thông số vận hành.

Hệ thống âm thanh 6 loa, mang đến trải nghiệm giải trí sống động.

Điều hòa tự động 2 vùng, có cửa gió hàng ghế sau.

Vô lăng D-Cut bọc da, tích hợp các phím điều khiển chức năng.

Ghế lái chỉnh điện 8 hướng, hỗ trợ bơm lưng tiện lợi.

Cửa sổ trời chỉnh điện, tăng sự thoáng đãng cho khoang nội thất.

Động cơ Smartstream 1.6L, công suất 126 mã lực, mô-men xoắn 155Nm.

Hộp số tự động 6 cấp, vận hành mượt mà và tiết kiệm nhiên liệu.

Chế độ lái đa dạng (Eco, Normal, Sport, Smart), phù hợp với từng nhu cầu di chuyển.

Hệ thống treo trước McPherson, treo sau thanh xoắn, mang lại cảm giác êm ái.

Hệ thống trợ lực lái điện MDPS, giúp đánh lái nhẹ nhàng, chính xác.

Hệ thống phanh ABS, EBD, BA, tăng cường khả năng kiểm soát phanh.

Cân bằng điện tử ESC, kiểm soát lực kéo TCS, giúp xe ổn định hơn khi di chuyển.

Hỗ trợ khởi hành ngang dốc HAC.",489000000,2022,47000,"939 đường 30-4, P.Chánh Nghĩa, TP.Thủ Dầu Một Bình Dương 
														Website: otothienhai.bonbanh.com",active
2029,15.0,64.0,210.0,Ford Ranger XLS 2.2L 4x2 MT - 2022,"RANGER XLS MT_2022

Đky lần đầu: 07/2022

Xe công ty

Màu: Đen

Phụ kiện đi kèm: Nắp thùng cuộn, bọc ghế da, lót sàn 5D, bọc trần, phim cách nhiệt",550000000,2022,0,"39 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú TP HCM 
								 Xem gian hàng  ⇨",active
2030,19.0,77.0,257.0,Honda Civic G 1.5 AT - 2021,"Bán honda civic G 2021 nhập khẩu model 2022 1.5AT. 

Xe đẹp không lỗi, hỗ trợ bank 70% giá trị xe. 

Xem xe tại Thế Giới Xe đường Lê Hồng Phong Hải Phòng",680000000,2021,55000,"Số 3 Lô 11A Lê Hồng Phong, Hải An, Hải Phòng Hải Phòng 
														Website: thegioixehaiphong.bonbanh.com",active
2031,30.0,172.0,744.0,Mercedes Benz E class E300 AMG - 2017,"Mec e300 sản xuất 2017

odo 6 vạn 2km

màu đen nội thất nâu

Cam kết xe ko va đâm, ko ngập nước",1135000000,2017,62000,"168 Lê Quang Đạo, Từ Liêm Hà Nội 
														Website: speedcar.bonbanh.com",active
2032,29.0,165.0,699.0,Mazda CX5 Premium 2.0 AT - 2024,"BÁn Siêu Lướt Mazda CX5 2.0 Premium sản xuất 2024 màu ĐỎ . Xe tên tư nhân chính chủ đăng ký 10/2024 mới đi 6.000 km ( Sáu nghìn ki lô mét ) , sơn Zin 100%, nội thất còn thơm mùi xe mới, xe nilon trong xe chưa bóc hết, Sơ cua chưa hạ.... Full Lịch sử hãng

Opstion trang bị : chìa khoá thông minh & khởi động bằng nút bấm, kiểm soát hành trình Cruise Control, phanh tay điện tử tích hợp giữ phanh, gương chiếu hậu chống chói tự động, cảnh báo điểm mù, cảnh báo chệch làn đường, hỗ trợ giữ làn đường, cảnh báo phương tiện cắt ngang khi lùi…

Xe không đâm đụng, Không ngập nước, Bán xe có bảo hành, Hỗ trợ mua xe trả góp, Bao test hãng....

Cam kết với khách hàng bằng văn bản khi mua xe tại

- Cam kết xe nguyên bản không đâm đụng, ngập nước

- Nhiều chế độ bảo hành và hậu mãi

- Hỗ trợ mọi thủ tục vay vốn, sang tên, lãi suất ưu đãi

Uy tín là sự sống còn của chúng tôi!",855000000,2024,6000,"Đường mới thị trấn Quỳnh Côi ( 396b), Quỳnh Phụ Thái Bình 
														Website: chootothanhphat.bonbanh.com",active
2033,15.0,64.0,209.0,Ford Ranger XLS 2.2L 4x2 AT - 2018,"Bán Ford Ranger xls sản xuất năm 2018 số tự động, máy dầu, bản 1 cầu, xe cam kết đẹp không lỗi máy số keo chỉ zin cả xe, a c e có nhu cầu alo em

Xem xe tại Hà Đông, Hà Nội",495000000,2018,0,"Số 1019 Đường Quang Trung, Hà Đông Hà Nội 
														Website: loimuabanotocu.bonbanh.com",active
2034,29.0,165.0,693.0,Mazda CX5 2.5 AT AWD - 2017,"Mazda Cx5 2.5AWD sx 2017 chạy 80.000 km 

Xe trang bị: đèn pha Projector LED, có tính năng mở rộng góc chiếu và tự động cân bằng góc chiếu, đèn sương mù LED...


- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe


Liên hệ để biết thêm thông tin xe",535000000,2017,80000,"Số 2 Trần Hữu Dực, Mỹ Đình, Quận Nam Từ Liêm Hà Nội 
														Website: gautovietnam.bonbanh.com",active
2035,30.0,172.0,736.0,Mercedes Benz E class E200 - 2019,"Mercedes E200 sx 2019 đen/đen


 Tên cá nhân 


 Odo 7 vạn km


 #ACE quan tâm liên hệ ngay nhé. 


 Giá :( thương lượng )


 VIỆT CƯỜNG AUTO - Xe Đẹp Giá Tốt


 Địa chỉ: 422 Lạc Long Quân, Tây Hồ, Hà Nội.",1159000000,2019,70000,"422 Lạc Long Quân, Tây Hồ, Hà Nội Hà Nội 
														Website: vietcuong-auto.bonbanh.com",active
2036,47.0,276.0,1111.0,Toyota Innova 2.0E - 2016,"Toyota Innova bản 2.0E sản xuất 2016 bản số sàn. Bản E phù hợp cho các bác chạy kinh doanh và dịch vụ... Xe rộng rãi, giá hợp lý .

✔ Cam kết không đâm va, không ngập nước

✔ Bao check, test xe thoải mãi, nên dẫn theo thợ.",359000000,2016,125000,"Số 14A, Lê Hồng Phong, Hải An, Hải Phòng. Hải Phòng 
														Website: otoquoctoan.bonbanh.com",active
2037,19.0,76.0,248.0,Honda City L 1.5 AT - 2021,"Mới nhất việt nam 

Honda city L 2021 , chạy 3 vạn 

Lốp theo xe giầy bịch, anh em kết nối 


- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe",458000000,2021,30000,"393A Nguyễn Xiển, Thanh Xuân (đối diện trụ cầu VĐ3 T144) Hà Nội 
														Website: mastercar.bonbanh.com",active
2038,15.0,59.0,177.0,Ford Fiesta S 1.0 AT Ecoboost - 2018,"FIESTA 1.0L SPORT 5D 2018

Đký lần đầu: 11/2018

Màu: Trắng

Số km: 76.000km

Phụ kiện đi kèm: Phim cách nhiệt, lót sàn

Liên hệ hotline để thoả thuận giá và hỗ trợ cụ thể",365000000,2018,76000,"39 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú TP HCM 
								 Xem gian hàng  ⇨",active
2039,33.0,203.0,887.0,Mitsubishi Xpander Cross 1.5 AT - 2024,mình cần bán xe xpander 2024 bản cros xe đi được 200km mới tinh như trong hãng cam kết zin hết,665000000,2024,200,"105 Thị trấn Trường Sơn, Huyện An lão Hải Phòng 
														Website: phamchienauto.bonbanh.com",active
2040,30.0,170.0,731.0,Mercedes Benz CLA class CLA 45 AMG 4Matic - 2016,"Mercedes CLA45 AMG 381HP Model 2016 , Odo56K 


Chất xe đẹp , bao lực , bao mạnh ( bảo dưỡng đầy đủ ) 

Sử dụng động cơ 4 xi lanh mạnh nhất TG , 381HP , Đạp là có , Pô như siêu xe 


r ( xem xe còn tl ) 

L",789000000,2016,0,"76+78+80 Trần Thị Ngôi, Phường 4, Quận 8 TP HCM 
														Website: auto1073.bonbanh.com",active
2041,15.0,57.0,168.0,Ford Everest Titanium 2.0L 4x2 AT - 2019,"Vừa CẬP BẾN Ford EVEREST 2019 Titanium

Thông tin chi tiết:

 Ford EVEREST 2019 Titanium 

 Máy: dầu 2.0 bi turbo siêu tiết kiệm nhiên liệu 7lit/100km

 Odo : 6 vạn km 

 Hộp số: Số tự động 10 cấp

 Năm Sản Xuất : 2019


CAM KẾT BẰNG VĂN BẢN

Xe cam kết không tai nạn,không ngập nước

Bao phạt nguội cho khách

Bảo hành máy xe cho khách trong thời gian đi

_

Hotline/ Zalo

AUTO THANH TÙNG - Mơi mua bán - trao đổi ô tô đủ mọi phân khúc

Địa chỉ : QL20 Ngã ba Tân Hội, xã Phú Hội, huyện Đức Trọng, Lâm Đồng

Kinh Nghiệm, Lâu Năm, Uy Tín",855000000,2019,60000,"QL20 Phú Hội, Đức Trọng Lâm Đồng 
														Website: autothanhtung.bonbanh.com",active
2042,20.0,97.0,339.0,Hyundai Kona 1.6 Turbo - 2020,"Hải Phòng Car mới về Hyundai Kona 2020 bản cao cấp 1.6 Turbo. Xe chính chủ, sử dụng cực giữ gìn. Trang bị đầy đủ các tiện ích hiện đại của dòng. Cam kết xe cực chất lượng",532000000,2020,50000,"Số 1051 Nguyễn Văn Linh, Xã An Đồng,h.an Dương Hải Phòng 
														Website: haiphongcar.bonbanh.com",active
2043,47.0,269.0,1062.0,Toyota Corolla Cross 1.8G - 2022,"- Thịnh Phát Luxury Car chào bán Cross 2022 G. 1 chủ từ đầu đi 5 vạn km. Đẹp xuất sắc....

- ODO 5 vạn Km 

- Xe đã được lên màn hình, cam hành trình và nhiều đồ chơi, đề nổ thông minh, vô lăng tích hợp, màn hình...vv

- Xe được chủ xe đi giữ gìn, nội thất đẹp mới tinh, sơn zin 99%. chủ xe chăm chắc sóc, bảo dưỡng cẩn thận. 4 Lốp theo xe, sơ cua chưa hạ. Gầm bệ chắc nịch, máy móc zin nguyên bản, xem xe là thích luôn ah.

- Hỗ trợ bank 70% giá trị xe 

- Liên hệ ngay để được tư vấn và chạy thử xe

- Địa chỉ xem xe: Số 12 C2 đường Lê Trọng Tấn - Dương Nội - Hà Đông. (Cuối đường Lê Quang Đạo kéo dài, Cách Mỹ Đình 2.5km)",670000000,2022,50000,"Số 12 C2 Lê Trọng Tấn - Hà Đông - Cuối Đường Lê Quang Đạo Kéo Dài Hà Nội 
														Website: thinhphatluxurycar.bonbanh.com",active
2044,47.0,272.0,1080.0,Toyota Fortuner 2.7V 4x2 AT - 2012,"Toyota Fortuner 2012 AT

 Xe số tự động , sx 2012 phom mới 4x2 bản V cao cấp biển Hn , máy xăng, tư nhân chính chủ, công chức nghành an ninh sử dụng ,xe đẹp xuất sắc ,thuộc hàng hiếm . xe trang bị full tiện ích, hộp số tự động , điều hoà auto túi khí quanh xe, đèn bi xê lông, vô năng tích hợp ,gương kính chỉnh điện ,ghế điện đa điểm,phanh ABS , cốp tì tay , đuôi gió thể thao, thanh giá lóc thể thao, vành đúc đa trấu cực chất và thể thao, xe cực ngầu , 

 nội thất ghế da còn zin, táp li da khâu, 4 tay cánh ốp vân gỗ.. đã ĐỘ màn hình chính hãng , màn hình androi phía trước tích hợp full tiện ích giải trí như youtobe , gprs, chplay vv, tích hợp mặt dưỡng sịn sò và camera lùi hồng ngoại, cực chất, âm thanh hay tức ngực, độ thảm nót sàn 5d, độ bọc vô năng vv .. 

 ngoại thất mầu ghi sang chảnh, mầu đặc trưng của dòng fotuner , xe đẹp chất ngất , keo chỉ zin , máy số zin đăng kiểm dài, lốp mới cả dàn , trần nguyên tem nhà máy, xe đẹp nhất vn cùng đời, giá lại quá hợp lý cho một chiếc xe thương hiệu nhật, chất toyota . fotuner thì ko bao giờ hết hót ,

chỉ 348 tr các bác đã lên một tầm cao mới, sang trọng lịch lãm và một bước lên xe đẳng cấp luôn ạ! 

 Bác nào yêu e nó thì alo e nhé!",348000000,2012,0,"Khu 7 Phường Thái Học, TP Chí Linh Hải Dương 
														Website: phongoto.bonbanh.com",active
2045,22.0,111.0,408.0,Isuzu Dmax LS 1.9L 4x2 AT - 2022,"hông tin mô tả:

VUABANTAI mở cửa tất cả các ngày trong tuần

Về thêm DMAX - Mới nhuwtrong hãng

sx cuối 2022 phiên bản 2023-2024 PRESTIGE

Trang bị nhiều tính năng an toàn CAO CẤP


Xe 1 chủ Hà Nội từ mới , gầm sáng như mới. 


Xe cam kết văn bản - KO TAI NẠN, KO NGẬP NƯỚC , KO MỞ MÁY. - được kiểm tra mọi nơi. 


Hãy gọi trực tiếp cho VUA BÁN TẢI để có Giá Tốt Hơn Nhiều

Cảm ơn quý khách luôn đồng hành !",569000000,2022,46000,"26 Việt Hưng, Long Biên Hà Nội 
														Website: vuabantai.bonbanh.com",active
2046,15.0,64.0,198.0,Ford Ranger Raptor 2.0L 4x4 AT - 2023,"FORD RANGER RAPTOR RẤT HIẾM

SX : 2023

Odo : 33.668 km


✳ Cam kết 3 KHÔNG: 

Không đâm đụng

Không thuỷ kích

Không tua đồng hồ


 Bảo đảm tính pháp lý,

 Bảo hành chính hãng*,

 Bảo đảm chất lượng xe,

 Được kiểm định 167 điểm,

 Đầy đủ lịch sử bảo dưỡng,

 Cam kết thu lại 90%**,

 Hỗ trợ vay ngân hàng.


 Vui lòng liên hệ Mr Quý để biết thêm chi tiết.",1175000000,2023,33668,"161F Dạ Nam, Phường 03, Quận 8 TP HCM 
														Website: saigonford-usedcar-namsaigon.bonbanh.com",active
2047,19.0,76.0,243.0,Honda City 1.5 - 2019,"Xe Mới Về 

Honda city 1.5CVT sản xuất 2019 , lăn bánh 9 vạn km 

Xe Full Option: Start/Stop, màn hình, camera lùi, cảm biến, điều hòa, túi khí an toàn, nội thất da, vô lăng tích hợp điều khiển, gương kính điện, phanh ABS, hệ thống giải trí CD/MP3/AM/FM, kết nối ngoại vi,... cùng nhiều tiện ích khác.


- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe


Liên hệ để biết thêm thông tin xe",389000000,2019,90000,"79 Nguyễn Chánh - Nam Trung Yên - Cầu Giấy Hà Nội 
														Website: namtienauto.bonbanh.com",active
2048,47.0,272.0,1081.0,Toyota Fortuner 2.7V 4x2 AT - 2017,"Tuấn Mỳ Auto bán Toyota Fortuner 2.7 AT 2WD sản xuất năm 2017 nhập khẩu nguyên chiếc tại Indonesia, odo cam kết check hãng toàn quốc 70.000 km.

Xe trang bị: lẫy chuyển số sport, gương kính chỉnh điện, gập điện, xe được trang bị động cơ ECO tiết kiệm nhiên liệu, và nhiều hệ thống an toàn cao cấp khác, màn hình android kết hợp cam lùi , nội thất bọc da chính hãng rất đẹp, lazang đúc...

Quý khách quan tâm liên hệ trực tiếp để có thông tin tốt.",695000000,2017,70000,"90 Nguyễn Văn Cừ - Long Biên Hà Nội 
														Website: tuanmyauto.bonbanh.com",active
2049,30.0,176.0,766.0,Mercedes Benz GLC 200 4Matic - 2022,"Cần bán nhanh

✓ Mercedes GLC200 2022 V1

✓ Odo 26800 miles tương đương 42000 km. 

✓ Biển số HCM - Màu trắng - nội thất đen

Option V1 nâng cấp hơn bản V0 180 triệu:

- Mâm Lazang đa chấu - Ốp gỗ nội thất Wanus - Khóa Key Lessgo - Đá cốp .

 Thái Công Auto cam kết:

✓ Hỗ trợ ngân hàng lên 70% giá trị xe, thủ tục nhanh gọn.

✓ Đảm bảo máy móc nguyên bản, không đâm đụng, không ngập nước.

✓ Nhận trao đổi, giao lưu xe.

 Đặc biệt có nhận thu mua xe cũ giá cao thị trường, có huê hồng cho người chỉ điểm.",1639000000,2022,27000,"824 Trường Chinh, phường 15, quận Tân Bình TP HCM 
														Website: otosieuluotchinhanh2.bonbanh.com",active
2050,24.0,118.0,456.0,Kia Carnival Signature 2.2D - 2022,"Kia Carnival 2.2D signature 2022

Dki cty gốc HN 1 chủ , HĐ xuất hơn 700 . Odo 85.000km zin full LS hãng . 

Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe


Liên hệ để biết thêm thông tin xe",1235000000,2022,85000,"Số 69 Vũ Đức Thận, Việt Hưng, Long Biên Hà Nội 
								 Xem gian hàng  ⇨",active
2051,47.0,265.0,1033.0,Toyota Avanza Premio 1.5 AT - 2023,"CẬP BẾN TOYOTA AVANZA 2023 TẠI SÀI GÒN CAR

- Odo: 33 000km

- Ngoại thất: Bạc | Nội thất: Đen 

- Xe được trang bị: camera hỗ trợ đỗ xe, camera lùi, gương hậu chỉnh điện tự động, gạt mưa trước/sau, hệ thống điều hòa tự động, Hệ thống cảnh báo điểm mù,...


*Cam kết:

- Máy móc nguyên bản, giấy tờ hợp pháp

- Giao xe tận nơi, bảo hành và bao quay đầu

- Hỗ trợ trả góp

* Liên hệ ngay để được tư vấn, thương lượng hoặc có thể ghé Showroom để trao đổi và xem xe trực tiếp",538000000,2023,33000,"613 Ql 13, P.hiệp Bình Phước, Thủ Đức TP HCM 
														Website: saigoncar.bonbanh.com",active
2052,30.0,182.0,790.0,Mercedes Benz S class S450L - 2017,"#mercedes s450 sản xuất 2017 màu trắng nt đen chạy 8vkm

⚙️ Options động cơ 3.0L, hộp số 9 cấp, đèn pha MultiBeam, cam 360, Hud kính, Apple Carplay-Android, cửa sổ trời, sấy sưởi ghế, màn hình gối giải trí nâng hạ gầm, 26 loa Burmester...


——————————————————————

ĐẠI PHÁT LUXURY - XE CHẤT - GIÁ THẬT

• Call/Zalo

• 136 Phạm Văn Đồng, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội",1950000000,2017,80000,"136 Phạm Văn Đồng, P. Xuân Đỉnh, Q. Bắc Từ Liêm Hà Nội 
														Website: daiphatluxurycar.bonbanh.com",active
2053,47.0,294.0,1192.0,Toyota Yaris Cross 1.5 D-CVT - 2024,"Toyota Yaris cross 2024 rất mới, chạy ít, Zin từng con ốc

Xe đã dán kính chính hãng, BHTV, cốp điện..

-Cam Kết chất lượng xe đã Test 176 Hạng mục.

-Pháp lý ro ràng

-Hỗ trợ các thủ tục A-Z..vay trả góp 80% giá trị xe

- Chi tiết về xe cụ thể giá thương lượng liên hệ theo SĐT trên.",672000000,2024,12000,"315 Trường Chinh, Phường Khương Mai, Quận Thanh Xuân Hà Nội",active
2054,15.0,57.0,169.0,Ford Everest Titanium 2.0L 4x4 AT - 2021,"Đã có 1 cầu em mua thêm 2 cầu cho đủ 1 cặp 


NHẬP ĐỘI - FORD EVEREST 2021 2.0 2 Cầu đi lướt 52.000 KM 1 chủ từ đầu 


✓ Pháp lý : Cá nhân(CCMB) 

✓ KM : 52.000 Bảo dưỡng hãng Full hết 

✓ Cam kết không đâm đụng, không ngập nước, động cơ hộp số nguyên bản. 

✓ Option: Film CN, Trải sàn, Ceramic.",988000000,2021,52000,"900 Quốc Lộ 1A. P. Thạnh Xuân, Quận 12 TP HCM",active
2055,50.0,323.0,1253.0,Volvo XC90 T6 Inscription - 2018,"MẪU XE MỆNH DANH AN TOÀN NHẤT THẾ GIỚI 

 VOLVO XC-90 T6 AWD INSCRIPTION SX 2018 NHẬP THUỴ ĐIỂN.

 Odo : 16 vạn km 

✓ OPTIONS : Đề nổ núm xoay, ghế điện ( nhớ vị trí ghế ), vô lăng tích hợp phím điều khiển, chế độ hỗ trợ người lái, lẫy số vô lăng, cruise Control, HUD kính, báo tốc độ giới hạn, Màn hình trung tâm, camera 360*, hỗ trợ giữ làn đường, phanh tự động, phanh khoảng cách, hỗ trợ lùi chuồng, cảnh báo vượt, cảm biến quanh xe, điều hòa 4 vùng lọc clean zone, sấy ghế, hệ thống loa Bower & willkin âm thanh vòm, nội thất da cao cấp ốp gỗ, cửa sổ trời toàn cảnh, nâng hạ gầm theo mode chạy, cốp điện ,…

 Và rất nhiều hệ thống an toàn cao cấp khác .",1750000000,2018,160000,"411 Đại Lộ Bình Dương, Kp Thạnh Bình, P. An Thạnh, Thuận An Bình Dương 
														Website: thienhailuxurycar.bonbanh.com",active
2056,30.0,182.0,788.0,Mercedes Benz S class S400L - 2015,"Mercedes Benz S400L Sản xuất 2015, đã độ full Maybach S450 hết hơn 100 củ",1279000000,2015,60000,"210 Võ Chí Công, Xuân La, Tây Hồ Hà Nội 
								 Xem gian hàng  ⇨",active
2057,30.0,176.0,766.0,Mercedes Benz GLC 200 4Matic - 2020,"Mercedes GLC200 4Matic màu đen. 

Sx: 2020.

Bảo dưỡng hãng 100%. 


- Cam kết xe không đâm đụng, không thủy kích, không tua đồng hồ.

- Hỗ trợ các thủ tục pháp lý, rút gốc, sang tên xe.",1350000000,2020,0,"51 Đường số 2, Kdc Phú Mỹ, P. Phú Mỹ, Quận 7 TP HCM 
														Website: linhnamauto.bonbanh.com",active
